date,headline,source,year,textblob_wsj,vader_wsj,bert_wsj_label,bert_wsj_confidence,bert_wsj
2012-01-26 00:00:00+00:00,Mother Nature Raps Natural Gas,wsj,2012,0.1,0.3612,2,0.2939446270465851,0.5878892540931702
2007-06-15 00:00:00+00:00,Subprime Woes Pinch Bear's Mortgage Star,wsj,2007,0.0,-0.4404,-2,0.2870871424674988,-0.5741742849349976
2011-01-24 00:00:00+00:00,Facebook Alters Tool in German Privacy Deal,wsj,2011,0.0,0.0,-2,0.5178561806678772,-1.0357123613357544
2014-02-20 00:00:00+00:00,EU Ministers Clear Sanctions on Ukraine,wsj,2014,0.10000000000000002,0.3818,1,0.22878320515155792,0.22878320515155792
2011-01-09 00:00:00+00:00,Authorities Seek Possible Associate of Suspect,wsj,2011,0.0,-0.296,-2,0.4291859269142151,-0.8583718538284302
2010-09-16 00:00:00+00:00,EU Cuts Tariffs to Aid Pakistan,wsj,2010,0.0,-0.296,-2,0.35275033116340637,-0.7055006623268127
2019-01-27 00:00:00+00:00,US Removes Rusal From Sanctions List ,wsj,2019,0.0,0.0,-2,0.6100512146949768,-1.2201024293899536
2018-02-27 00:00:00+00:00,A New GOP Entitlement ,wsj,2018,0.13636363636363635,0.0,2,0.3963344395160675,0.792668879032135
2002-06-26 00:00:00+00:00,WorldCom Scandal Roils World Markets,wsj,2002,0.0,-0.4404,-2,0.5500155091285706,-1.1000310182571411
2016-07-06 00:00:00+00:00,Another Iraq War Rehash,wsj,2016,-0.05,-0.5994,-2,0.2910570502281189,-0.5821141004562378
2015-10-06 00:00:00+00:00,Peet’s Coffee & Tea to Buy Stumptown Coffee,wsj,2015,0.0,0.0,2,0.4578254222869873,0.9156508445739746
2006-01-13 00:00:00+00:00,France T&eacutel&eacutecom Faces Tough 2006,wsj,2006,-0.3888888888888889,-0.128,2,0.3610289394855499,0.7220578789710999
2015-07-15 00:00:00+00:00,Rio Tinto Trims Iron-Ore Export Target,wsj,2015,0.0,0.0,2,0.4497252404689789,0.8994504809379578
2016-10-11 00:00:00+00:00,Supreme Court Weighs Juror Racial Bias Against Candid Deliberations ,wsj,2016,0.6,0.4939,-2,0.6742998957633972,-1.3485997915267944
2006-08-10 00:00:00+00:00,KT&G to Raise Buybacks Dividends,wsj,2006,0.0,0.0,2,0.2916450500488281,0.5832901000976562
2014-04-28 00:00:00+00:00,Texas Boom Traffic Water Woes,wsj,2014,0.0,-0.4404,0,0.2523514926433563,0.0
2006-06-23 00:00:00+00:00,Home Depot's Options Focus of Inquiry,wsj,2006,0.0,0.0,1,0.3690810203552246,0.3690810203552246
1998-07-26 00:00:00+00:00,Pakistan Assures Bhutto Won't Be Arrested when She Returns to Country,wsj,1998,0.0,0.5932,-2,0.5833315253257751,-1.1666630506515503
2010-01-17 00:00:00+00:00,Electric Bikes Terrorize China's Streets ,wsj,2010,0.0,-0.6486,2,0.3160683214664459,0.6321366429328918
2001-05-09 00:00:00+00:00,Siemens Comments on Phone Sales,wsj,2001,0.0,0.0,1,0.254046767950058,0.254046767950058
2002-12-13 00:00:00+00:00,Micromuse Chief Joins Motorola,wsj,2002,0.0,0.0,2,0.4354335367679596,0.8708670735359192
2008-08-20 00:00:00+00:00,Power Plays,wsj,2008,0.0,0.25,2,0.5637717247009277,1.1275434494018555
2019-05-12 00:00:00+00:00,‘Overrun’ Review Too Many Fish to Fry,wsj,2019,0.5,0.0,-2,0.6479118466377258,-1.2958236932754517
2017-03-25 00:00:00+00:00,Obamacare Lives But the Health-Care Bull Is Mortal ,wsj,2017,0.0,0.0,-2,0.41092345118522644,-0.8218469023704529
2013-10-12 00:00:00+00:00,Kerry Makes Progress in Afghan Talks,wsj,2013,0.0,0.4215,1,0.43700942397117615,0.43700942397117615
2011-03-17 00:00:00+00:00,Senate Approves Stopgap Funding,wsj,2011,0.0,0.4019,-2,0.3679996430873871,-0.7359992861747742
2012-10-18 00:00:00+00:00,Silicon Valley Reboots,wsj,2012,0.0,0.0,2,0.35562577843666077,0.7112515568733215
2010-06-09 00:00:00+00:00,Urban Gardening,wsj,2010,0.0,0.0,1,0.3716773986816406,0.3716773986816406
2011-03-19 00:00:00+00:00,Ragtop Road Monster,wsj,2011,0.0,0.0,2,0.31623080372810364,0.6324616074562073
2003-12-08 00:00:00+00:00,The Rhythm Method Gets an Update,wsj,2003,0.0,0.0,1,0.3426835834980011,0.3426835834980011
2004-12-16 00:00:00+00:00,It's Policy Not Poetry,wsj,2004,0.0,0.0,-2,0.4710663855075836,-0.9421327710151672
2015-08-14 00:00:00+00:00,American Flag Raised at US Embassy in Havana,wsj,2015,0.0,0.0,2,0.383279949426651,0.766559898853302
2011-06-30 00:00:00+00:00,FBI Raids Ohio Home in Hacker Case,wsj,2011,0.0,0.0,-2,0.3265688717365265,-0.653137743473053
2010-10-11 00:00:00+00:00,Vulture funds struggle,wsj,2010,0.0,-0.6486,2,0.24112506210803986,0.4822501242160797
2017-06-07 00:00:00+00:00,Political Death by 1000 Tweets,wsj,2017,0.0,-0.5994,-2,0.526492714881897,-1.052985429763794
2014-04-02 00:00:00+00:00,Saks Fifth Avenue Gets a Facelift,wsj,2014,0.0,0.0,1,0.3789057433605194,0.3789057433605194
2014-02-25 00:00:00+00:00,Citi Alumni Are Force in Nation's Capital,wsj,2014,0.0,0.0,2,0.5803529620170593,1.1607059240341187
2002-03-04 00:00:00+00:00,Eurobond Market Springs to Life,wsj,2002,0.0,0.0,2,0.5682197213172913,1.1364394426345825
2015-08-28 00:00:00+00:00,Restoring American Exceptionalism,wsj,2015,0.0,0.296,2,0.5024740695953369,1.0049481391906738
2000-09-22 00:00:00+00:00,Dumb-Good vs Evil-Smart,wsj,2000,0.0,0.0,-2,0.46171653270721436,-0.9234330654144287
2011-01-04 00:00:00+00:00,European Stocks Rise BP Hits 6-Month High,wsj,2011,0.08,0.0,2,0.24862472712993622,0.49724945425987244
2004-08-11 00:00:00+00:00,Timor Sea Talks to Accelerate,wsj,2004,0.0,0.0,1,0.3456781208515167,0.3456781208515167
2018-04-09 00:00:00+00:00,Colombia Detains a Leader of Former Rebel Group on Drug Charges ,wsj,2018,0.0,-0.4019,-2,0.4847918748855591,-0.9695837497711182
2010-09-02 00:00:00+00:00,US Open Day Four Photos,wsj,2010,0.0,0.0,1,0.2855151891708374,0.2855151891708374
2015-02-21 00:00:00+00:00,The Letters of Langston Hughes,wsj,2015,0.0,0.0,2,0.4171565771102905,0.834313154220581
2008-04-24 00:00:00+00:00,Asian Sales Help Pepsi Offset Costs,wsj,2008,0.0,0.4019,2,0.3718325197696686,0.7436650395393372
2004-02-23 00:00:00+00:00,Dollar Retreats From Gains,wsj,2004,0.0,0.34,-2,0.5032017230987549,-1.0064034461975098
2003-08-07 00:00:00+00:00,Reed Elsevier Posts Flat Net Profit,wsj,2003,-0.0125,0.4404,1,0.23156464099884033,0.23156464099884033
2003-06-28 00:00:00+00:00,Stimulus Should Support Stocks in 2nd Half,wsj,2003,-0.08333333333333333,0.4019,1,0.33749184012413025,0.33749184012413025
2005-06-29 00:00:00+00:00,Americas Markets End Mixed,wsj,2005,0.0,0.0,0,0.34093958139419556,0.0
2012-07-15 00:00:00+00:00,Dynam Plans Pachinko-Hall Expansion,wsj,2012,0.0,0.0,1,0.3088248670101166,0.3088248670101166
2018-10-06 00:00:00+00:00,De Blasio Struggles to Find an Eco-Friendly Car That’s Not a Tight Squeeze,wsj,2018,0.08928571428571429,-0.3612,0,0.33493468165397644,0.0
2015-01-21 00:00:00+00:00,Treasury Secretary Optimistic on Business Tax Overhaul,wsj,2015,0.0,0.4767,0,0.2577745318412781,0.0
2013-12-13 00:00:00+00:00,Errors Continue to Plague Health Site,wsj,2013,0.0,-0.34,-2,0.5451619029045105,-1.090323805809021
2002-01-30 00:00:00+00:00,Symbian Raises 293 Million,wsj,2002,0.0,0.0,2,0.29131004214286804,0.5826200842857361
2014-09-12 00:00:00+00:00,FDA Panel Backs NPS Hormone Drug,wsj,2014,0.0,-0.0516,-2,0.36846983432769775,-0.7369396686553955
2013-11-28 00:00:00+00:00,New Yorkers Don't Gripe About 311 ,wsj,2013,0.13636363636363635,0.0,-2,0.4189817011356354,-0.8379634022712708
2008-07-30 00:00:00+00:00,SAP's Net Income Falls 9,wsj,2008,0.0,0.0,-2,0.3140260875225067,-0.6280521750450134
2007-04-18 00:00:00+00:00,Tesco to Expand Land Sales,wsj,2007,0.0,0.3182,2,0.43950900435447693,0.8790180087089539
2002-03-12 00:00:00+00:00,Ford Treasurer Leaves for Comerica,wsj,2002,0.0,0.128,-2,0.3346956670284271,-0.6693913340568542
1999-01-01 00:00:00+00:00,Russia Says IMF Planning Visit,wsj,1999,0.0,0.0,-2,0.2864074409008026,-0.5728148818016052
2009-05-27 00:00:00+00:00,Prudent Chile Thrives Amid Downturn,wsj,2009,0.0,0.0,1,0.5136648416519165,0.5136648416519165
2010-06-12 00:00:00+00:00,Mind Body United at New Haven Festival,wsj,2010,0.13636363636363635,0.7184,2,0.4414694011211395,0.882938802242279
2004-10-05 00:00:00+00:00,The Afternoon Report,wsj,2004,0.0,0.0,1,0.3228970766067505,0.3228970766067505
2001-12-01 00:00:00+00:00,Excite Ends Service to AT&T Customers,wsj,2001,0.0,0.4767,-2,0.41887208819389343,-0.8377441763877869
2002-02-28 00:00:00+00:00,Techs Close Out a Brutal Month Lower,wsj,2002,-0.875,-0.743,-2,0.5310702919960022,-1.0621405839920044
2001-09-17 00:00:00+00:00,SAS Board Resigns Over Route-Fixing Deal,wsj,2001,0.0,-0.3182,-2,0.3426506817340851,-0.6853013634681702
2016-06-18 00:00:00+00:00,China Vanke Strikes 69 Billion Deal to Avoid Takeover ,wsj,2016,0.0,-0.5719,-2,0.7503367066383362,-1.5006734132766724
2014-06-01 00:00:00+00:00,Google to Spread Web via Satellites,wsj,2014,0.0,0.0,2,0.42501914501190186,0.8500382900238037
2016-06-13 00:00:00+00:00,Apple Aims to Boost Services,wsj,2016,0.0,0.4019,2,0.4482565224170685,0.896513044834137
2018-12-30 00:00:00+00:00,‘Clean Curtains’ and New Year’s Resolutions,wsj,2018,0.2515151515151515,0.0,2,0.5135611295700073,1.0271222591400146
2008-08-21 00:00:00+00:00,Cemex's Cement Shoes,wsj,2008,0.0,0.0,2,0.44654980301856995,0.8930996060371399
2001-11-20 00:00:00+00:00,Palm Inventor Studies Human Computer,wsj,2001,0.0,0.0,2,0.367399126291275,0.73479825258255
2019-03-13 00:00:00+00:00,The Tip the Yale Coach and the Wire How the College Admissions Scam Unraveled ,wsj,2019,0.0,-0.5719,2,0.27932050824165344,0.5586410164833069
2010-10-15 00:00:00+00:00,Color Me Eccentric,wsj,2010,0.0,0.0,2,0.7043289542198181,1.4086579084396362
2018-03-11 00:00:00+00:00,Coming Soon to a Front Porch Near You Package Delivery Via Drone ,wsj,2018,0.1,0.0,2,0.35371133685112,0.70742267370224
2016-10-28 00:00:00+00:00,Prosecutor Highlights Famous Email in Closing Statements,wsj,2016,0.5,0.0,-2,0.3037405014038086,-0.6074810028076172
1998-10-21 00:00:00+00:00,Read-Rite's Revenue Plunges,wsj,1998,0.0,0.0,-2,0.37542495131492615,-0.7508499026298523
2002-05-28 00:00:00+00:00,Nasdaq Sets Headquarters Relocation,wsj,2002,0.0,0.0,2,0.36290910840034485,0.7258182168006897
2017-05-15 00:00:00+00:00,Gulf States Offer Better Relations If Israel Makes New Bid for Peace ,wsj,2017,0.3181818181818182,0.7506,0,0.2987051010131836,0.0
2008-09-17 00:00:00+00:00,A Scandal With Tragic Results,wsj,2008,-0.75,-0.7096,-2,0.7442476749420166,-1.4884953498840332
2013-02-07 00:00:00+00:00,Senators Say No Subsidies for Unions,wsj,2013,0.0,-0.296,-2,0.371111124753952,-0.742222249507904
2019-08-28 00:00:00+00:00,‘The 1619 Project’ Hurts Blacks,wsj,2019,0.0,-0.4767,-2,0.31795650720596313,-0.6359130144119263
2003-07-13 00:00:00+00:00,Sharon Heads to Britain,wsj,2003,0.0,0.0,1,0.28231677412986755,0.28231677412986755
2011-02-20 00:00:00+00:00,House Votes to Cut 61 Billion in Spending,wsj,2011,0.0,-0.2732,-2,0.4435613751411438,-0.8871227502822876
2000-01-02 00:00:00+00:00,Nasdaq Posted Loss Of 39 for 2000,wsj,2000,0.0,-0.3182,-2,0.4383664131164551,-0.8767328262329102
2000-11-09 00:00:00+00:00,ECB Intervenes To Support Euro,wsj,2000,0.0,0.4019,1,0.36673080921173096,0.36673080921173096
